agency_ori_7,nonzero_years,offense,consistent,ori_group,larger_city
NC073SP,0.0,murder,False,9D,False
NC07400,36.0,murder,True,9B,False
NC07401,9.0,murder,False,6,False
NC07402,7.0,murder,False,6,False
NC07403,33.0,murder,False,3,False
NC07404,4.0,murder,False,7,False
NC07405,0.0,murder,False,7,False
NC07406,2.0,murder,False,6,False
NC07407,0.0,murder,False,7,False
NC07408,4.0,murder,False,6,False
NC07409,0.0,murder,False,7,False
NC07413,0.0,murder,False,7,False
NC074BI,0.0,murder,False,9D,False
NC074SP,0.0,murder,False,9D,False
NC07500,14.0,murder,False,8C,False
NC07501,2.0,murder,False,7,False
NC07502,0.0,murder,False,7,False
NC07503,0.0,murder,False,7,False
NC075BI,0.0,murder,False,8D,False
NC075SP,0.0,murder,False,8D,False
NC07600,33.0,murder,False,9B,False
NC07601,18.0,murder,False,4,False
NC07602,0.0,murder,False,7,False
NC07603,7.0,murder,False,6,False
NC07604,0.0,murder,False,7,False
NC07605,2.0,murder,False,6,False
NC07606,7.0,murder,False,5,False
NC07607,0.0,murder,False,7,False
NC076BI,0.0,murder,False,9D,False
NC076SP,0.0,murder,False,9D,False
NC07700,35.0,murder,True,8B,False
NC07701,1.0,murder,False,7,False
NC07702,17.0,murder,False,6,False
NC07703,26.0,murder,False,6,False
NC077BI,0.0,murder,False,8D,False
NC077SP,0.0,murder,False,8D,False
NC07800,38.0,murder,True,8B,False
NC07801,35.0,murder,True,5,False
NC07802,5.0,murder,False,7,False
NC07803,16.0,murder,False,6,False
NC07804,8.0,murder,False,7,False
NC07805,16.0,murder,False,6,False
NC07806,0.0,murder,False,7,False
NC07807,5.0,murder,False,6,False
NC07808,8.0,murder,False,7,False
NC07809,0.0,murder,False,7,False
NC07810,0.0,murder,False,7,False
NC078BI,0.0,murder,False,8D,False
NC078SP,0.0,murder,False,8D,False
NC07900,35.0,murder,True,9B,False
NC07901,25.0,murder,False,5,False
NC07903,3.0,murder,False,7,False
NC07904,2.0,murder,False,7,False
NC07905,27.0,murder,False,5,False
NC07907,2.0,murder,False,7,False
NC07908,0.0,murder,False,7,False
NC07910,0.0,murder,False,7,False
NC07955,0.0,murder,False,7,False
NC079BI,0.0,murder,False,9D,False
NC079SP,0.0,murder,False,9D,False
NC08000,34.0,murder,True,9B,False
NC08001,4.0,murder,False,6,False
NC08002,2.0,murder,False,7,False
NC08003,2.0,murder,False,6,False
NC08004,5.0,murder,False,7,False
NC08005,34.0,murder,True,4,False
NC08006,0.0,murder,False,7,False
NC08007,7.0,murder,False,6,False
NC08008,0.0,murder,False,6,False
NC08009,1.0,murder,False,7,False
NC080BI,0.0,murder,False,9D,False
NC080SP,0.0,murder,False,9D,False
NC08100,28.0,murder,False,8B,False
NC08101,12.0,murder,False,6,False
NC08102,5.0,murder,False,6,False
NC08103,5.0,murder,False,6,False
NC08104,1.0,murder,False,7,False
NC08105,0.0,murder,False,7,False
NC08106,0.0,murder,False,7,False
NC081BI,0.0,murder,False,8D,False
NC081SP,0.0,murder,False,8D,False
NC08200,32.0,murder,False,8B,False
NC08201,18.0,murder,False,6,False
NC08202,0.0,murder,False,7,False
NC08203,1.0,murder,False,7,False
NC08204,0.0,murder,False,7,False
NC08205,0.0,murder,False,7,False
NC082BI,0.0,murder,False,8D,False
NC082SP,0.0,murder,False,8D,False
NC08300,34.0,murder,True,8C,False
NC08301,35.0,murder,True,5,False
NC08302,0.0,murder,False,7,False
NC08303,2.0,murder,False,7,False
NC083BI,0.0,murder,False,8D,False
NC083SP,0.0,murder,False,8D,False
NC08400,17.0,murder,False,8B,False
NC08401,22.0,murder,False,5,False
NC08402,6.0,murder,False,7,False
NC08403,0.0,murder,False,7,False
NC08404,0.0,murder,False,7,False
NC08405,1.0,murder,False,6,False
NC08406,0.0,murder,False,7,False
NC08407,0.0,murder,False,7,False
NC08408,0.0,murder,False,7,False
NC08499,0.0,murder,False,7,False
NC084BI,0.0,murder,False,8D,False
NC084SP,0.0,murder,False,8D,False
NC08500,32.0,murder,False,9B,False
NC08501,0.0,murder,False,7,False
NC08503,3.0,murder,False,6,False
NC08504,0.0,murder,False,7,False
NC08505,0.0,murder,False,7,False
NC085BI,0.0,murder,False,9D,False
NC085SP,0.0,murder,False,9D,False
NC08600,30.0,murder,False,8B,False
NC08601,3.0,murder,False,6,False
NC08602,18.0,murder,False,5,False
NC08603,1.0,murder,False,7,False
NC08604,2.0,murder,False,7,False
NC08606,0.0,murder,False,7,False
NC086BI,0.0,murder,False,8D,False
NC086SP,0.0,murder,False,8D,False
NC08700,9.0,murder,False,8C,False
NC08701,1.0,murder,False,7,False
NC08702,2.0,murder,False,7,False
NC087BI,0.0,murder,False,8D,False
NC087SP,0.0,murder,False,8D,False
NC08800,13.0,murder,False,8B,False
NC08801,8.0,murder,False,6,False
NC08802,0.0,murder,False,7,False
NC088BI,0.0,murder,False,8D,False
NC088SP,0.0,murder,False,8D,False
NC08900,7.0,murder,False,8D,False
NC08901,0.0,murder,False,7,False
NC089BI,0.0,murder,False,8D,False
NC089SP,0.0,murder,False,8D,False
NC09000,30.0,murder,False,9A,False
NC09001,15.0,murder,False,6,False
NC09002,25.0,murder,False,4,False
NC09003,3.0,murder,False,5,False
NC09004,2.0,murder,False,6,False
NC09005,2.0,murder,False,5,False
NC090BI,0.0,murder,False,9D,False
NC090SP,0.0,murder,False,9D,False
NC09100,29.0,murder,False,8B,False
NC09101,34.0,murder,True,5,False
NC09105,0.0,murder,False,7,False
NC091BI,0.0,murder,False,8D,False
NC091SP,0.0,murder,False,8D,False
NC09200,31.0,murder,False,9A,False
NC09201,35.0,murder,True,1C,True
NC09202,5.0,murder,False,4,False
NC09203,12.0,murder,False,2,True
NC09204,7.0,murder,False,4,False
NC09205,9.0,murder,False,4,False
NC09206,4.0,murder,False,5,False
NC09207,7.0,murder,False,4,False
NC09208,2.0,murder,False,6,False
NC09209,0.0,murder,False,6,False
NC09210,0.0,murder,False,7,False
NC09211,2.0,murder,False,6,False
NC09212,0.0,murder,False,7,False
NC09213,3.0,murder,False,5,False
NC09215,0.0,murder,False,7,False
NC09216,1.0,murder,False,7,False
NC09217,2.0,murder,False,4,False
NC09218,0.0,murder,False,7,False
NC09221,0.0,murder,False,7,False
NC09226,0.0,murder,False,7,False
NC09227,0.0,murder,False,7,False
NC09228,0.0,murder,False,7,False
NC09233,0.0,murder,False,7,False
NC09235,0.0,murder,False,,
NC09290,0.0,murder,False,7,False
NC09298,0.0,murder,False,7,False
NC092BI,0.0,murder,False,9D,False
NC092SP,0.0,murder,False,9D,False
NC09300,11.0,murder,False,8C,False
NC09301,0.0,murder,False,7,False
NC09302,0.0,murder,False,7,False
NC093BI,0.0,murder,False,8D,False
NC093SP,0.0,murder,False,8D,False
NC09400,11.0,murder,False,8D,False
NC09401,8.0,murder,False,6,False
NC09402,1.0,murder,False,7,False
NC09404,0.0,murder,False,7,False
NC094BI,0.0,murder,False,8D,False
NC094SP,0.0,murder,False,8D,False
NC09500,22.0,murder,False,8B,False
NC09501,8.0,murder,False,5,False
NC09502,0.0,murder,False,7,False
NC09503,0.0,murder,False,7,False
NC09504,0.0,murder,False,7,False
NC09510,0.0,murder,False,7,False
NC095BI,0.0,murder,False,8D,False
NC095SP,0.0,murder,False,8D,False
NC09600,33.0,murder,False,9B,False
NC09601,38.0,murder,True,4,False
NC09602,0.0,murder,False,7,False
NC09603,1.0,murder,False,7,False
NC09604,15.0,murder,False,6,False
NC09605,0.0,murder,False,7,False
NC09607,0.0,murder,False,7,False
NC09608,0.0,murder,False,7,False
NC09609,0.0,murder,False,7,False
NC096BI,0.0,murder,False,9D,False
NC096SP,0.0,murder,False,9D,False
NC09700,35.0,murder,True,8B,False
NC09701,8.0,murder,False,6,False
NC09702,5.0,murder,False,6,False
NC09703,0.0,murder,False,7,False
NC097BI,0.0,murder,False,8D,False
NC097SP,0.0,murder,False,8D,False
NC09800,29.0,murder,False,8B,False
NC09801,33.0,murder,False,4,False
NC09802,0.0,murder,False,7,False
NC09803,0.0,murder,False,7,False
NC09804,0.0,murder,False,7,False
NC09805,0.0,murder,False,7,False
NC09806,0.0,murder,False,7,False
NC09807,0.0,murder,False,7,False
NC09808,0.0,murder,False,7,False
NC098BI,0.0,murder,False,8D,False
NC098SP,0.0,murder,False,8D,False
NC09900,18.0,murder,False,9B,False
NC09901,3.0,murder,False,7,False
NC09902,3.0,murder,False,6,False
NC09903,0.0,murder,False,7,False
NC09904,0.0,murder,False,7,False
NC09905,0.0,murder,False,7,False
NC099BI,0.0,murder,False,9D,False
NC099SP,0.0,murder,False,9D,False
NC10000,6.0,murder,False,8C,False
NC10001,0.0,murder,False,7,False
NC10002,0.0,murder,False,7,False
NC100BI,0.0,murder,False,8D,False
NC100SP,0.0,murder,False,8D,False
NCBCI00,0.0,murder,False,8D,False
NCDI001,0.0,murder,False,7,False
NCDI002,0.0,murder,False,7,False
NCDI003,0.0,murder,False,7,False
NCDI004,0.0,murder,False,7,False
NCDI005,0.0,murder,False,7,False
NCDI006,0.0,murder,False,7,False
NCDI007,0.0,murder,False,7,False
NCDI008,0.0,murder,False,7,False
NCDI009,0.0,murder,False,7,False
NCDI010,0.0,murder,False,7,False
NCDI011,0.0,murder,False,7,False
NCNHP00,2.0,murder,False,8D,False
NCWLF00,0.0,murder,False,7,False
ND00100,1.0,murder,False,8D,False
ND00200,0.0,murder,False,8D,False
ND00201,4.0,murder,False,6,False
ND00300,1.0,murder,False,8D,False
ND00400,0.0,murder,False,8D,False
ND00401,0.0,murder,False,7,False
ND00500,4.0,murder,False,8D,False
ND00501,0.0,murder,False,7,False
ND00502,0.0,murder,False,7,False
ND00600,0.0,murder,False,8D,False
ND00601,2.0,murder,False,7,False
ND00602,0.0,murder,False,7,False
ND00700,0.0,murder,False,8D,False
ND00705,0.0,murder,False,7,False
ND00800,7.0,murder,False,9C,False
ND00801,23.0,murder,False,3,False
ND00803,1.0,murder,False,6,False
ND00805,0.0,murder,False,7,False
ND00900,0.0,murder,False,9C,False
ND00901,0.0,murder,False,6,False
ND00902,20.0,murder,False,2,True
ND00903,5.0,murder,False,4,False
ND00906,0.0,murder,False,7,False
ND01000,2.0,murder,False,8D,False
ND01001,1.0,murder,False,7,False
ND01100,2.0,murder,False,8D,False
ND01101,0.0,murder,False,7,False
ND01102,0.0,murder,False,7,False
ND01200,0.0,murder,False,8D,False
ND01201,0.0,murder,False,7,False
ND01300,2.0,murder,False,8D,False
ND01302,0.0,murder,False,7,False
ND01400,1.0,murder,False,8D,False
ND01401,0.0,murder,False,7,False
ND01500,0.0,murder,False,8D,False
ND01501,0.0,murder,False,7,False
ND01600,0.0,murder,False,8D,False
ND01601,0.0,murder,False,7,False
ND01700,2.0,murder,False,8D,False
ND01800,5.0,murder,False,9D,False
ND01801,12.0,murder,False,3,False
ND01802,0.0,murder,False,7,False
ND01803,0.0,murder,False,7,False
ND01804,0.0,murder,False,7,False
ND01806,0.0,murder,False,7,False
ND01808,0.0,murder,False,7,False
ND01900,0.0,murder,False,8D,False
ND01901,0.0,murder,False,7,False
ND01902,0.0,murder,False,7,False
ND02000,2.0,murder,False,8D,False
ND02001,0.0,murder,False,7,False
ND02100,0.0,murder,False,8D,False
ND02200,0.0,murder,False,8D,False
ND02203,0.0,murder,False,7,False
ND02300,0.0,murder,False,8D,False
ND02301,0.0,murder,False,7,False
ND02302,0.0,murder,False,7,False
ND02303,0.0,murder,False,7,False
ND02400,0.0,murder,False,8D,False
ND02402,0.0,murder,False,7,False
ND02403,0.0,murder,False,7,False
ND02500,2.0,murder,False,8D,False
ND02502,0.0,murder,False,7,False
ND02600,3.0,murder,False,8D,False
ND02602,0.0,murder,False,7,False
ND02700,2.0,murder,False,8D,False
ND02701,3.0,murder,False,6,False
ND02703,0.0,murder,False,7,False
ND02800,1.0,murder,False,8D,False
ND02900,0.0,murder,False,8D,False
ND02901,1.0,murder,False,6,False
ND02902,1.0,murder,False,6,False
ND02903,0.0,murder,False,7,False
ND03000,4.0,murder,False,9D,False
ND03002,7.0,murder,False,5,False
ND03005,0.0,murder,False,7,False
ND03100,4.0,murder,False,8D,False
ND03101,1.0,murder,False,6,False
ND03102,0.0,murder,False,7,False
ND03103,0.0,murder,False,6,False
ND03200,1.0,murder,False,8D,False
ND03300,1.0,murder,False,9D,False
ND03400,4.0,murder,False,8D,False
ND03401,0.0,murder,False,7,False
ND03500,1.0,murder,False,8D,False
ND03501,0.0,murder,False,6,False
ND03600,1.0,murder,False,8D,False
ND03601,7.0,murder,False,6,False
ND03700,3.0,murder,False,8D,False
ND03701,0.0,murder,False,7,False
ND03702,1.0,murder,False,7,False
ND03704,0.0,murder,False,,
ND03800,2.0,murder,False,8D,False
ND03803,0.0,murder,False,7,False
ND03900,2.0,murder,False,8D,False
ND03903,0.0,murder,False,6,False
ND03906,0.0,murder,False,7,False
ND04000,4.0,murder,False,8C,False
ND04001,0.0,murder,False,7,False
ND04002,0.0,murder,False,7,False
ND04003,0.0,murder,False,7,False
ND04100,1.0,murder,False,8D,False
ND04102,0.0,murder,False,7,False
ND04200,0.0,murder,False,8D,False
ND04300,1.0,murder,False,9D,False
ND04400,0.0,murder,False,8D,False
ND04500,1.0,murder,False,8D,False
ND04501,5.0,murder,False,4,False
ND04502,0.0,murder,False,7,False
ND04504,0.0,murder,False,7,False
ND04600,1.0,murder,False,8D,False
ND04700,2.0,murder,False,8D,False
ND04701,5.0,murder,False,5,False
ND04800,1.0,murder,False,8D,False
ND04801,0.0,murder,False,7,False
ND04900,2.0,murder,False,8D,False
ND04901,0.0,murder,False,7,False
ND04902,0.0,murder,False,7,False
ND04905,0.0,murder,False,7,False
ND04906,0.0,murder,False,7,False
ND05000,4.0,murder,False,8D,False
ND05001,1.0,murder,False,6,False
ND05100,5.0,murder,False,8C,False
ND05101,0.0,murder,False,7,False
ND05102,18.0,murder,False,3,False
ND05103,0.0,murder,False,7,False
ND05105,0.0,murder,False,7,False
ND05106,0.0,murder,False,7,False
ND05200,2.0,murder,False,8D,False
ND05201,0.0,murder,False,7,False
ND05203,0.0,murder,False,7,False
ND05300,5.0,murder,False,8D,False
ND05301,0.0,murder,False,7,False
ND05302,11.0,murder,False,4,False
ND05304,0.0,murder,False,7,False
NDDI001,1.0,murder,False,7,False
NDDI002,2.0,murder,False,7,False
NDDI003,2.0,murder,False,7,False
NDDI004,1.0,murder,False,7,False
NDDI005,0.0,murder,False,7,False
NDDI006,0.0,murder,False,7,False
NDDI019,2.0,murder,False,7,False
NDNHP00,1.0,murder,False,8D,False
NH00100,0.0,murder,False,8D,False
NH00101,0.0,murder,False,8D,False
NH00102,1.0,murder,False,6,False
NH00104,0.0,murder,False,6,False
NH00106,1.0,murder,False,6,False
NH00108,0.0,murder,False,7,False
NH00110,1.0,murder,False,6,False
NH00112,0.0,murder,False,6,False
NH00114,8.0,murder,False,5,False
NH00116,4.0,murder,False,6,False
NH00118,0.0,murder,False,7,False
NH00120,0.0,murder,False,6,False
NH00122,1.0,murder,False,6,False
NH001RU,0.0,murder,False,8D,False
NH00200,0.0,murder,False,8D,False
NH00201,0.0,murder,False,8D,False
NH00204,0.0,murder,False,6,False
NH00206,0.0,murder,False,7,False
NH00210,4.0,murder,False,6,False
NH00214,0.0,murder,False,7,False
NH00216,0.0,murder,False,7,False
NH00220,0.0,murder,False,7,False
NH00222,0.0,murder,False,6,False
NH00224,0.0,murder,False,6,False
NH00226,0.0,murder,False,6,False
NH00228,0.0,murder,False,7,False
NH00230,0.0,murder,False,6,False
NH00232,0.0,murder,False,7,False
NH00234,1.0,murder,False,6,False
NH00236,1.0,murder,False,6,False
NH002RU,0.0,murder,False,8D,False
NH00300,1.0,murder,False,8D,False
NH00301,1.0,murder,False,8D,False
NH00302,1.0,murder,False,7,False
NH00304,0.0,murder,False,6,False
NH00306,1.0,murder,False,7,False
NH00308,0.0,murder,False,7,False
NH00310,0.0,murder,False,7,False
NH00312,0.0,murder,False,7,False
NH00314,2.0,murder,False,6,False
NH00316,0.0,murder,False,6,False
NH00318,4.0,murder,False,5,False
NH00320,0.0,murder,False,7,False
NH00322,0.0,murder,False,7,False
NH00324,0.0,murder,False,7,False
NH00326,0.0,murder,False,7,False
NH00328,0.0,murder,False,6,False
NH00330,0.0,murder,False,7,False
NH00332,0.0,murder,False,7,False
NH00334,0.0,murder,False,7,False
NH00336,0.0,murder,False,7,False
NH00338,1.0,murder,False,6,False
NH00340,1.0,murder,False,7,False
NH00342,0.0,murder,False,6,False
NH00344,0.0,murder,False,7,False
NH00346,0.0,murder,False,6,False
NH003RU,0.0,murder,False,8D,False
NH00400,0.0,murder,False,8D,False
NH00401,0.0,murder,False,8D,False
NH00406,5.0,murder,False,6,False
NH00410,0.0,murder,False,7,False
NH00416,0.0,murder,False,7,False
NH00422,1.0,murder,False,7,False
NH00428,0.0,murder,False,7,False
NH00430,0.0,murder,False,6,False
NH00438,0.0,murder,False,6,False
NH00444,0.0,murder,False,7,False
NH00448,0.0,murder,False,7,False
NH00454,0.0,murder,False,7,False
NH00464,0.0,murder,False,7,False
NH00470,0.0,murder,False,7,False
NH004RU,0.0,murder,False,8D,False
NH00500,0.0,murder,False,8D,False
NH00501,1.0,murder,False,8C,False
NH00502,0.0,murder,False,7,False
NH00504,0.0,murder,False,7,False
NH00508,0.0,murder,False,7,False
NH00510,0.0,murder,False,6,False
NH00512,0.0,murder,False,7,False
NH00514,0.0,murder,False,6,False
NH00516,1.0,murder,False,6,False
NH00518,0.0,murder,False,6,False
NH00520,0.0,murder,False,7,False
NH00526,1.0,murder,False,6,False
NH00528,0.0,murder,False,7,False
NH00530,0.0,murder,False,7,False
NH00534,1.0,murder,False,5,False
NH00536,1.0,murder,False,6,False
NH00538,0.0,murder,False,7,False
NH00540,0.0,murder,False,7,False
NH00544,3.0,murder,False,5,False
NH00546,0.0,murder,False,7,False
NH00548,0.0,murder,False,7,False
NH00550,0.0,murder,False,6,False
NH00556,0.0,murder,False,7,False
NH00560,1.0,murder,False,7,False
NH00562,0.0,murder,False,7,False
NH00566,3.0,murder,False,6,False
NH00570,0.0,murder,False,7,False
NH00572,0.0,murder,False,7,False
NH00574,0.0,murder,False,7,False
NH00576,0.0,murder,False,7,False
NH00580,1.0,murder,False,7,False
NH005RU,0.0,murder,False,8D,False
NH00600,0.0,murder,False,9D,False
NH00601,0.0,murder,False,9D,False
NH00602,4.0,murder,False,5,False
NH00604,0.0,murder,False,6,False
NH00606,3.0,murder,False,5,False
NH00608,0.0,murder,False,7,False
NH00610,0.0,murder,False,6,False
NH00612,0.0,murder,False,7,False
NH00614,0.0,murder,False,7,False
NH00616,2.0,murder,False,5,False
NH00618,0.0,murder,False,7,False
NH00620,0.0,murder,False,7,False
NH00622,0.0,murder,False,7,False
NH00624,0.0,murder,False,6,False
NH00626,0.0,murder,False,6,False
NH00628,5.0,murder,False,5,False
NH00630,1.0,murder,False,6,False
NH00632,0.0,murder,False,7,False
NH00634,27.0,murder,False,2,True
NH00638,0.0,murder,False,7,False
NH00640,6.0,murder,False,4,False
NH00642,2.0,murder,False,5,False
NH00644,0.0,murder,False,7,False
NH00646,24.0,murder,False,3,False
NH00648,0.0,murder,False,6,False
NH00650,0.0,murder,False,6,False
NH00652,1.0,murder,False,5,False
NH00654,0.0,murder,False,6,False
NH00656,0.0,murder,False,7,False
NH00658,0.0,murder,False,7,False
NH00660,1.0,murder,False,6,False
NH00662,1.0,murder,False,6,False
NH00664,0.0,murder,False,7,False
NH006RU,0.0,murder,False,9D,False
NH00700,1.0,murder,False,8D,False
NH00701,0.0,murder,False,8D,False
NH00702,0.0,murder,False,6,False
NH00704,0.0,murder,False,7,False
NH00706,0.0,murder,False,6,False
NH00708,0.0,murder,False,6,False
NH00710,0.0,murder,False,7,False
NH00712,0.0,murder,False,7,False
NH00714,0.0,murder,False,6,False
NH00716,8.0,murder,False,4,False
NH00718,0.0,murder,False,7,False
NH00720,0.0,murder,False,6,False
NH00722,0.0,murder,False,6,False
NH00724,2.0,murder,False,6,False
NH00726,0.0,murder,False,6,False
NH00728,0.0,murder,False,7,False
NH00730,1.0,murder,False,5,False
NH00732,1.0,murder,False,6,False
NH00734,0.0,murder,False,6,False
NH00736,0.0,murder,False,7,False
NH00738,0.0,murder,False,6,False
NH00740,1.0,murder,False,6,False
NH00742,0.0,murder,False,6,False
NH00744,0.0,murder,False,6,False
NH00746,0.0,murder,False,7,False
NH00748,0.0,murder,False,7,False
NH00750,0.0,murder,False,6,False
NH00752,0.0,murder,False,7,False
NH00758,0.0,murder,False,8D,False
NH007RU,0.0,murder,False,8D,False
NH00800,1.0,murder,False,9D,False
NH00801,0.0,murder,False,9D,False
NH00802,0.0,murder,False,6,False
NH00804,1.0,murder,False,6,False
NH00806,2.0,murder,False,6,False
NH00808,0.0,murder,False,6,False
NH00810,0.0,murder,False,6,False
NH00812,1.0,murder,False,6,False
NH00814,1.0,murder,False,6,False
NH00816,6.0,murder,False,4,False
NH00818,0.0,murder,False,7,False
NH00820,2.0,murder,False,6,False
NH00822,4.0,murder,False,5,False
NH00824,0.0,murder,False,6,False
NH00826,1.0,murder,False,6,False
NH00828,1.0,murder,False,6,False
NH00830,1.0,murder,False,5,False
NH00832,0.0,murder,False,7,False
NH00834,0.0,murder,False,7,False
NH00836,1.0,murder,False,6,False
NH00838,3.0,murder,False,4,False
NH00840,0.0,murder,False,7,False
NH00842,0.0,murder,False,7,False
NH00844,0.0,murder,False,7,False
NH00846,1.0,murder,False,6,False
NH00848,0.0,murder,False,6,False
NH00850,2.0,murder,False,6,False
NH00852,0.0,murder,False,6,False
NH00854,0.0,murder,False,6,False
NH00856,1.0,murder,False,6,False
NH00858,7.0,murder,False,5,False
NH00860,2.0,murder,False,5,False
NH00862,0.0,murder,False,6,False
NH00864,5.0,murder,False,4,False
NH00866,0.0,murder,False,6,False
NH00868,1.0,murder,False,6,False
NH00870,0.0,murder,False,7,False
NH00872,0.0,murder,False,6,False
NH00874,0.0,murder,False,5,False
NH008RU,0.0,murder,False,9D,False
NH00900,0.0,murder,False,9D,False
NH00901,0.0,murder,False,9D,False
NH00902,1.0,murder,False,6,False
NH00904,10.0,murder,False,4,False
NH00906,0.0,murder,False,5,False
NH00908,5.0,murder,False,6,False
NH00910,0.0,murder,False,6,False
NH00912,0.0,murder,False,7,False
NH00914,0.0,murder,False,7,False
NH00916,1.0,murder,False,6,False
NH00918,0.0,murder,False,6,False
NH00920,7.0,murder,False,4,False
NH00922,0.0,murder,False,6,False
NH00924,4.0,murder,False,5,False
NH00926,0.0,murder,False,6,False
NH00927,0.0,murder,False,7,False
NH00930,0.0,murder,False,7,False
NH009RU,0.0,murder,False,9D,False
NH01000,0.0,murder,False,8D,False
NH01001,0.0,murder,False,8D,False
NH01002,0.0,murder,False,7,False
NH01004,0.0,murder,False,6,False
NH01006,6.0,murder,False,5,False
NH01008,0.0,murder,False,7,False
NH01010,0.0,murder,False,7,False
NH01012,1.0,murder,False,6,False
NH01014,0.0,murder,False,7,False
NH01016,0.0,murder,False,7,False
NH01018,1.0,murder,False,6,False
NH01020,0.0,murder,False,7,False
NH01022,0.0,murder,False,7,False
NH01024,0.0,murder,False,6,False
NH01026,0.0,murder,False,7,False
NH01028,0.0,murder,False,7,False
NH01030,0.0,murder,False,7,False
NH010RU,0.0,murder,False,8D,False
NH301SP,3.0,murder,False,8D,False
NH302SP,5.0,murder,False,8D,False
NH303SP,6.0,murder,False,8D,False
NH304SP,4.0,murder,False,8D,False
NH305SP,7.0,murder,False,8E,False
NH306SP,7.0,murder,False,9E,False
NH307SP,8.0,murder,False,8D,False
NH308SP,7.0,murder,False,9D,False
NH309SP,3.0,murder,False,9D,False
NH310SP,4.0,murder,False,8D,False
NHNSP00,0.0,murder,False,8D,False
NJ00100,0.0,murder,False,9D,False
NJ00101,2.0,murder,False,6,False
NJ00102,37.0,murder,True,4,False
NJ00103,2.0,murder,False,6,False
NJ00104,1.0,murder,False,6,False
NJ00107,3.0,murder,False,6,False
NJ00108,20.0,murder,False,4,False
NJ00111,14.0,murder,False,4,False
NJ00112,20.0,murder,False,4,False
NJ00113,7.0,murder,False,5,False
NJ00114,2.0,murder,False,6,False
NJ00115,0.0,murder,False,7,False
NJ00116,3.0,murder,False,6,False
NJ00117,3.0,murder,False,6,False
NJ00118,3.0,murder,False,6,False
NJ00119,28.0,murder,False,5,False
NJ00121,5.0,murder,False,5,False
NJ00122,9.0,murder,False,5,False
NJ00124,0.0,murder,False,7,False
NJ00189,0.0,murder,False,9D,False
NJ001PT,0.0,murder,False,9D,False
NJ001SP,11.0,murder,False,9C,False
NJ00200,0.0,murder,False,9D,False
NJ00201,2.0,murder,False,6,False
NJ00202,0.0,murder,False,7,False
NJ00203,5.0,murder,False,4,False
NJ00204,2.0,murder,False,6,False
NJ00205,3.0,murder,False,6,False
NJ00206,10.0,murder,False,5,False
NJ00207,4.0,murder,False,6,False
NJ00208,0.0,murder,False,6,False
NJ00209,0.0,murder,False,6,False
NJ00210,3.0,murder,False,5,False
NJ00211,8.0,murder,False,5,False
NJ00212,3.0,murder,False,6,False
NJ00213,6.0,murder,False,5,False
NJ00214,3.0,murder,False,6,False
NJ00215,18.0,murder,False,4,False
NJ00216,1.0,murder,False,6,False
NJ00217,11.0,murder,False,4,False
NJ00218,6.0,murder,False,5,False
NJ00219,15.0,murder,False,4,False
NJ00220,1.0,murder,False,5,False
NJ00221,14.0,murder,False,4,False
NJ00222,1.0,murder,False,5,False
NJ00223,20.0,murder,False,4,False
NJ00224,0.0,murder,False,6,False
NJ00225,6.0,murder,False,5,False
NJ00226,1.0,murder,False,6,False
NJ00227,1.0,murder,False,5,False
NJ00228,2.0,murder,False,6,False
NJ00229,3.0,murder,False,6,False
NJ00230,5.0,murder,False,5,False
NJ00231,10.0,murder,False,5,False
NJ00232,5.0,murder,False,5,False
NJ00233,1.0,murder,False,4,False
NJ00234,0.0,murder,False,6,False
NJ00235,1.0,murder,False,6,False
NJ00236,0.0,murder,False,6,False
NJ00237,3.0,murder,False,6,False
NJ00238,4.0,murder,False,5,False
NJ00239,1.0,murder,False,5,False
NJ00240,0.0,murder,False,6,False
NJ00241,0.0,murder,False,6,False
NJ00242,2.0,murder,False,5,False
NJ00243,2.0,murder,False,6,False
NJ00244,0.0,murder,False,6,False
NJ00245,8.0,murder,False,5,False
NJ00246,7.0,murder,False,4,False
NJ00247,3.0,murder,False,6,False
NJ00248,3.0,murder,False,5,False
NJ00249,2.0,murder,False,5,False
NJ00250,2.0,murder,False,5,False
NJ00251,2.0,murder,False,4,False
NJ00252,1.0,murder,False,5,False
NJ00253,1.0,murder,False,5,False
NJ00254,1.0,murder,False,6,False
NJ00255,1.0,murder,False,7,False
NJ00256,6.0,murder,False,5,False
NJ00257,4.0,murder,False,5,False
NJ00258,2.0,murder,False,6,False
NJ00259,2.0,murder,False,7,False
NJ00260,17.0,murder,False,4,False
NJ00261,2.0,murder,False,5,False
NJ00262,0.0,murder,False,7,False
NJ00263,1.0,murder,False,6,False
NJ00264,3.0,murder,False,5,False
NJ00265,3.0,murder,False,5,False
NJ00266,2.0,murder,False,6,False
NJ00267,1.0,murder,False,5,False
NJ00268,0.0,murder,False,6,False
NJ00269,1.0,murder,False,6,False
NJ00270,0.0,murder,False,5,False
NJ00271,0.0,murder,False,9D,False
NJ00289,0.0,murder,False,9D,False
NJ002PT,0.0,murder,False,9D,False
NJ002SP,8.0,murder,False,9D,False
NJ00300,0.0,murder,False,9D,False
NJ00301,0.0,murder,False,7,False
NJ00302,1.0,murder,False,6,False
NJ00303,1.0,murder,False,6,False
NJ00304,2.0,murder,False,5,False
NJ00305,21.0,murder,False,6,False
NJ00306,10.0,murder,False,5,False
